Super-Reino	Filo	Classe	Ordem	Familia	Genero	Especie	BAC-1.38	BAC-1.52	ANI-1.14	BAC-1.42	BAC-1.41	BAC-1.37	BAC-1.36	BAC-1.51	BAC-1.45	BAC-1.40	BAC-1.46
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium denitrificans	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium facile subsp. ureaphilum	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomonadales	Hyphomonadaceae	Hyphomonas	Hyphomonas johnsonii	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas	Kordiimonas aquimaris	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Labilibacter	Labilibacter sediminis	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Labilithrix	Labilithrix luteola	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella oakridgensis	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella saoudiensis	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella taurinensis	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified	unclassified	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Bacteroidota	Cytophagia	Cytophagales	Marivirgaceae	Marivirga	Marivirga sericea	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas aquatica	0.0	0.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	0.0	0.0	272.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Diaphorobacter	Diaphorobacter sp. JS3051	0.0	0.0	103.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. JY-Q	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. HD6515	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas encheleia	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida B6-2	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. Z8(2022)	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas media	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas diminuta	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Devosia	Devosia sp.	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas sp. Y33R10-2	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas toyotomiensis	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota	Nematoda	Chromadorea	Rhabditida	Strongyloididae	Strongyloides	Strongyloides fuelleborni fuelleborni	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus marcusii	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Kaistiaceae	Kaistia	Kaistia sp. 32K	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	Neoporphyra	Neoporphyra haitanensis	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas mendocina	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas monteilii	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas oryziphila	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas thiooxydans	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas sp.	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. J452	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	Agrobacterium larrymoorei	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	0.0	0.0	0.0	2.0	0.0	0.0	72.0	0.0	1.0	0.0	67.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia pickettii	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter aquimaris	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	Pelomonas saccharophila	0.0	0.0	0.0	1.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Aestuarium	Aestuarium zhoushanense	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium mercantei	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas testosteroni	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter vibrioides	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium viridifuturi	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium ripae	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	unclassified	unclassified	unclassified	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter kanungonis	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	Dolosigranulum pigrum	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio versutus	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus toyakuensis	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	1.0
Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter planticolens	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Microvirga	Microvirga pudoricolor	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter	Curvibacter gracilis	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium jeddahitimonense	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0
Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga ginsengisoli	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium lupini	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus paramobilis	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	Arcobacter suis CECT 7833	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0	0.0	0.0
Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquibacter	Aquibacter zeaxanthinifaciens	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Deinococcus-Thermus	Deinococci	Trueperales	Trueperaceae	Truepera	Truepera radiovictrix DSM 17093	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus iheyensis	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus	Ornithinibacillus salinisoli	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Stutzerimonas	Stutzerimonas kunmingensis	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	5.0	0.0
Bacteria	Chloroflexi	Tepidiformia	Tepidiformales	Tepidiformaceae	Tepidiforma	Tepidiforma bonchosmolovskayae	0.0	0.0	0.0	0.0	0.0	2.0	2.0	3.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophales	Syntrophaceae	Desulfomonile	Desulfomonile limimaris	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophales	Syntrophaceae	Desulfomonile	Desulfomonile tiedjei DSM 6799	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter pickeringii	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter bergerei	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Thalassobaculaceae	Oceanibaculum	Oceanibaculum indicum P24	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sanguinis SK1 = NCTC 7863	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio alfacsensis	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	1.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfosarcina	Desulfosarcina alkanivorans	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0
Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculum	Thermoanaerobaculum aquaticum	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	1.0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus kochii	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	10.0
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioprofundaceae	Thioprofundum	Thioprofundum hispidum	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Rhabdothermincola	Rhabdothermincola sediminis	0.0	0.0	0.0	0.0	0.0	0.0	6.0	7.0	0.0	0.0	0.0
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Thermanaerothrix	Thermanaerothrix daxensis	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter fumaroxidans MPOB	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pseudalkalibacillus	Pseudalkalibacillus hwajinpoensis	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio ponticus	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio sulfidiphilus	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	2.0	1.0	0.0
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Thermomarinilinea	Thermomarinilinea lacunifontana	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Thermoguttaceae	Thermostilla	Thermostilla marina	0.0	0.0	0.0	0.0	0.0	0.0	4.0	28.0	0.0	0.0	0.0
Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea	Litorilinea aerophila	0.0	0.0	0.0	0.0	0.0	0.0	4.0	15.0	0.0	0.0	0.0
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium saurashtrense	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geotalea	Geotalea daltonii FRC-32	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus propionicus DSM 2032	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
Bacteria	Actinobacteria	Thermoleophilia	Miltoncostaeales	Miltoncostaeaceae	Miltoncostaea	Miltoncostaea oceani	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter oryzae	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Oceanirhabdus	Oceanirhabdus seepicola	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Rossellomorea	Rossellomorea aquimaris	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Sutcliffiella	Sutcliffiella horikoshii	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Oceanirhabdus	Oceanirhabdus sediminicola	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella	Moraxella nonliquefaciens	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio mediterranei	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thiogranum	Thiogranum longum	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	Sandaracinus amylolyticus	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	Actinomarinicola tropica	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	2.0	0.0	0.0
Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Botrimarina	Botrimarina colliarenosi	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Ilumatobacter	Ilumatobacter fluminis YM22-133	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfonema	Desulfonema magnum str. Montpellier	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Schlegelella	Schlegelella thermodepolymerans	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter aquaticus	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Snodgrassella	Snodgrassella gandavensis	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Actinobacteria	Nitriliruptoria	Egibacterales	Egibacteraceae	Egibacter	Egibacter rhizosphaerae	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Endothiovibrio	Endothiovibrio diazotrophicus	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus algicola	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Alkalilimnicola	Alkalilimnicola ehrlichii	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Tepidamorphaceae	Lutibaculum	Lutibaculum baratangense	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophales	Syntrophaceae	Syntrophus	Syntrophus aciditrophicus	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Syntrophotaleaceae	Syntrophotalea	Syntrophotalea carbinolica DSM 2380	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus luteus	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus aequororis	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Raineyella	Raineyella fluvialis	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter benzoatilyticus	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus fryi	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	Sulfurovum aggregans	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodophyticola	Rhodophyticola porphyridii	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Parvibaculaceae	Anderseniella	Anderseniella baltica	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Robiginitalea	Robiginitalea biformata HTCC2501	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus niacini	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio atlanticus	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	Pelomonas puraquae	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus iners	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium carnosum	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio profundi	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Aciditerrimonas	Aciditerrimonas ferrireducens JCM 15389	0.0	0.0	0.0	0.0	0.0	0.0	2.0	12.0	0.0	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio marinisediminis	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta thermophila DSM 6578	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
